name,kind,az_deg,n_cross_axis_full,n_cross_axis_gate,n_cross_col_full,n_cross_col_gate,n_cross_col_gate_wt,n_cross_paper,n_grain_axis,n_grain_col_gate,chord_axis_mm,path_axis_mm,t_axis_us,c_axis_ms,c_vol_ms,c_slow_ms,v_sd_ms,cos2_beam,cos2_beam_col,a1_col,a3_col,skew_deg,skew_p90_deg,dv_all_rms,dv_all_mean,dv_all_p90,dv_cross_rms,dv_cross_mean,misor_cross_deg,normal_align,facing_frac_10,facing_frac_20,dark_all_0.001,dark_cross_0.001,dark_all_0.01,dark_cross_0.01,bright_half_area
girdle_s23,girdle,300,13,3,11.96,2.7,2.6375051,84,12,18,8.3316406,99.979687,26.067879,3835.3595,3836.6743,3836.0095,50.761388,0.36912324,0.30933977,0.6303334,0.042854597,3.6292591,6.620825,0.0096343197,0.0076290851,0.015369204,0.0073361491,0.0060786878,50.393964,0.61948849,0.017416775,0.05419136,0.10270414,0.1037037,0.72204285,0.78703704,0.17494644
girdle_s23,girdle,306,17,4,12.575,2.915,2.9091069,73,12,18,8.3316406,99.979687,26.055712,3837.1505,3830.9402,3830.3628,47.309058,0.33055443,0.27664831,0.6303334,0.042854597,3.4163691,6.1641329,0.0089073435,0.0069969004,0.013882644,0.0065999081,0.0054427891,50.744253,0.61114436,0.011534102,0.057871972,0.12317699,0.085763293,0.7146501,0.8490566,0.15969056
girdle_s23,girdle,312,14,2,12.535,3.175,3.265401,76,9,17,11.108854,99.979687,25.961267,3851.1097,3828.0518,3827.5268,45.069223,0.28941166,0.24892613,0.62313881,0.039239305,3.2431543,5.5875663,0.0085127235,0.0067202264,0.013470373,0.0064531706,0.0052114153,51.424756,0.59160156,0.019125693,0.05608247,0.13921244,0.12913386,0.71470002,0.85511811,0.18640258
girdle_s23,girdle,318,26,4,15.89,3,3.1119742,80,13,18,7.6907452,99.979687,25.996822,3845.8426,3828.654,3828.1669,43.327527,0.24749309,0.20781749,0.6303334,0.042854597,3.0734391,5.0022384,0.0083009304,0.0068213349,0.013066282,0.0070331753,0.005691304,48.366023,0.59117737,0.014535877,0.068694828,0.1141086,0.19666667,0.73980824,0.80666667,0.21256891
girdle_s23,girdle,324,13,5,11.425,2.87,3.0285667,91,10,19,9.9979687,99.979687,25.91636,3857.7828,3832.6963,3832.2498,41.410227,0.20663074,0.17312035,0.62552331,0.043431098,3.0250586,4.1341587,0.0080670409,0.006722314,0.012905851,0.0074182846,0.0059919683,48.621844,0.59935741,0.010449714,0.067292482,0.12229582,0.067944251,0.72034883,0.77700348,0.21722442
girdle_s23,girdle,330,16,7,12.88,2.995,3.3706677,76,11,17,9.0890625,99.979687,25.975443,3849.008,3839.445,3839.0441,39.198191,0.1686105,0.14247932,0.65009213,0.043075363,2.9998519,4.1319702,0.0077085658,0.0064284022,0.012539224,0.0075717324,0.0062800793,47.972021,0.55522998,0.01404361,0.065463563,0.10653628,0.051752922,0.76063322,0.77796327,0.19705639
girdle_s23,girdle,336,11,4,12.25,2.725,3.0279512,74,10,16,9.9979687,99.979687,26.042478,3839.1004,3847.6802,3847.3223,37.033533,0.13509404,0.11769008,0.65088776,0.043978183,3.0105989,4.1193638,0.0072502338,0.0059341765,0.012618542,0.008076059,0.006801862,47.979355,0.58067021,0.015943479,0.089743163,0.11803622,0.11376147,0.80065396,0.76330275,0.18269745
girdle_s23,girdle,342,8,2,10.625,2.575,2.7243491,64,9,15,11.108854,99.979687,26.04992,3838.0037,3855.9756,3855.65,35.347752,0.10754619,0.11349249,0.67129027,0.049362541,2.8429674,4.1290966,0.0067956443,0.005515221,0.011746588,0.0081567735,0.006985502,49.170214,0.58130256,0.022478711,0.084141661,0.13655053,0.077669903,0.83670591,0.75533981,0.19496206
girdle_s23,girdle,348,8,1,9.78,2.575,2.7736543,76,9,14,11.095486,99.859375,25.921587,3852.3635,3862.9637,3862.6565,34.332481,0.087170923,0.099918896,0.69319728,0.044080805,2.5812145,4.1082096,0.0064604548,0.005100618,0.010899003,0.0080844915,0.0068551978,50.19352,0.5835251,0.025512894,0.071310322,0.20166547,0.10485437,0.88096786,0.72815534,0.18808873
girdle_s23,girdle,354,11,1,9.2,2.285,2.3634376,62,10,13,9.9979687,99.979687,25.908307,3858.9819,3867.5343,3867.2347,33.892063,0.074858731,0.096564191,0.69377444,0.03846628,2.2931629,4.0570231,0.0063100386,0.0048524981,0.010917193,0.007945779,0.0065957076,50.924905,0.6269268,0.020284534,0.057231675,0.21919436,0.1619256,0.84325866,0.73522976,0.15616673
girdle_s41,girdle,0,8,2,8.31,2.255,2.1927126,63,9,15,11.108854,99.979687,25.904841,3859.4983,3867.9653,3867.6816,32.945125,0.067645117,0.090960638,0.60156393,0.058679427,2.3852413,4.0076635,0.0064142494,0.0048906858,0.011698734,0.0072733593,0.0056763138,44.270414,0.58398643,0.0089711944,0.068064374,0.20320418,0.21064302,0.84620273,0.76053215,0.15159475
girdle_s41,girdle,6,10,2,8.81,2.26,2.221534,63,11,16,9.0890625,99.979687,25.955892,3851.9073,3865.45,3865.103,36.415087,0.077464865,0.10954857,0.60069373,0.059144474,2.316993,4.0674045,0.007015446,0.005381367,0.012942863,0.0085247662,0.0065933904,43.708588,0.58459215,0.013833575,0.050607954,0.21238479,0.1460177,0.80634964,0.61946903,0.18432028
girdle_s41,girdle,12,11,2,10.59,2.37,2.2910352,67,10,15,9.9859375,99.859375,26.01067,3839.1696,3860.6692,3860.2567,39.715114,0.094550095,0.13972617,0.60977896,0.051814338,2.3585445,4.0535808,0.0076193556,0.0059557498,0.013383802,0.0090702578,0.0068782215,44.57284,0.57682732,0.010876589,0.052440856,0.19125273,0.17510549,0.75191032,0.58649789,0.1954752
girdle_s41,girdle,18,14,3,12.585,2.42,2.3291488,70,11,16,9.0890625,99.979687,26.137345,3825.1662,3854.3668,3853.9112,41.764864,0.1181541,0.15022295,0.60679672,0.069133982,2.5161733,4.1162061,0.0080345653,0.0063967602,0.013543406,0.0083735274,0.006132511,44.830694,0.5835482,0.014273006,0.048909298,0.16721111,0.25206612,0.72139,0.67355372,0.19730005
girdle_s41,girdle,24,11,1,11.065,2.52,2.3778304,68,10,17,9.9979687,99.979687,26.159484,3821.9289,3847.5075,3847.0389,42.391466,0.14724527,0.17578103,0.59870557,0.079069791,2.6272087,4.1035841,0.0082176351,0.0065378934,0.013554322,0.0075804816,0.0058440023,44.481474,0.59013736,0.013438892,0.051896713,0.15283071,0.17857143,0.72821237,0.76388889,0.18281583
girdle_s41,girdle,30,11,1,11.75,2.705,2.5072357,69,10,17,9.9979687,99.979687,26.083128,3833.1172,3841.1349,3840.6719,42.171992,0.18055218,0.22094751,0.58641889,0.071614279,2.8194821,4.1004342,0.008260813,0.0065707157,0.013858882,0.0079398529,0.0065354539,44.700101,0.57954973,0.0072609039,0.057152881,0.1189444,0.12384473,0.75808294,0.75785582,0.17533924
girdle_s41,girdle,36,9,1,11.785,2.655,2.5140344,71,10,17,9.9979687,99.979687,25.993446,3846.3422,3836.2187,3835.7577,42.133424,0.21661917,0.23505113,0.65713237,0.051997333,3.0212672,4.1241421,0.008332501,0.006586051,0.013549128,0.010693783,0.0086020176,44.243302,0.5844352,0.0047075502,0.04759369,0.10607292,0.084745763,0.73107627,0.58568738,0.17089839
girdle_s41,girdle,42,9,1,11.28,2.715,2.5678252,81,10,15,9.9979687,99.979687,25.932818,3855.3345,3833.4999,3833.0142,43.319079,0.25386992,0.26273258,0.69454503,0.054268409,3.2647367,4.3907263,0.0086032372,0.0066436759,0.013699143,0.014690141,0.012099551,44.602074,0.56075847,0.0063954664,0.055664543,0.1031213,0.044198895,0.73164369,0.49723757,0.15564987
girdle_s41,girdle,48,12,1,11.125,2.63,2.4581473,71,11,13,9.0890625,99.979687,25.868798,3864.8757,3833.3589,3832.8082,46.221192,0.29067641,0.34559338,0.70221325,0.049364406,3.3696722,5.1717018,0.009156938,0.0068414983,0.014439903,0.019012774,0.016341154,43.318315,0.56992614,0.0061475593,0.045932623,0.14134554,0.039923954,0.73420331,0.34790875,0.12141363
girdle_s41,girdle,54,10,1,12.24,2.64,2.4435841,71,11,12,9.0890625,99.979687,25.776026,3878.786,3835.7339,3835.0761,50.603047,0.32543001,0.4235754,0.75948007,0.05557189,3.5328819,6.2693031,0.0099438982,0.0072741817,0.01525284,0.021676235,0.018838037,44.255475,0.5429476,0.015713015,0.049551888,0.15495716,0.0625,0.73462663,0.27083333,0.11363632
girdle_s41,girdle,60,9,1,10.905,2.595,2.3856959,63,10,12,9.9979687,99.979687,25.674385,3894.1414,3840.1116,3839.3105,55.905867,0.35661183,0.45606966,0.75948007,0.05557189,3.6697752,6.5663192,0.010825777,0.0079824021,0.017615263,0.023298071,0.02078906,44.347244,0.55793705,0.0131883,0.060473225,0.13848342,0.061657033,0.69949005,0.20423892,0.13274754
girdle_s41,girdle,66,12,1,10.48,2.59,2.3436226,60,12,12,8.3316406,99.979687,25.641249,3899.1739,3845.6263,3844.6562,61.529632,0.38285906,0.48095821,0.75948007,0.05557189,3.6603542,6.746823,0.011647079,0.0088356301,0.020434864,0.022764419,0.020304391,43.249232,0.56388486,0.013794196,0.073230149,0.096355318,0.030888031,0.64065014,0.16795367,0.13831158
girdle_s41,girdle,72,13,2,9.105,2.44,2.2822981,66,12,12,8.3316406,99.979687,25.666471,3895.3422,3851.2497,3850.1065,66.775395,0.40302459,0.49715329,0.75948007,0.05557189,3.6934498,6.7996474,0.012275552,0.0094934854,0.021421625,0.020576273,0.018196657,42.502175,0.61885793,0.016046839,0.083411345,0.13695928,0.022540984,0.60897084,0.24180328,0.15227314
girdle_s41,girdle,78,9,2,10.445,2.405,2.1827537,70,8,15,12.482422,99.859375,25.85468,3862.3327,3855.9959,3854.7079,70.879145,0.41622707,0.48707636,0.74820843,0.056207748,3.6520942,6.7475398,0.012625594,0.0098400579,0.022757812,0.017309562,0.014730108,42.247867,0.62866871,0.018166132,0.083677152,0.11306891,0.027027027,0.58417118,0.37422037,0.14548746
girdle_s41,girdle,84,8,2,11.435,2.37,2.1582323,63,9,16,11.108854,99.979687,25.961679,3851.0486,3859.0807,3857.708,73.215298,0.4218895,0.48543016,0.7371329,0.063291107,3.6377408,6.7488982,0.012675346,0.0098580305,0.021676302,0.013235656,0.011223228,42.913342,0.63945418,0.025812768,0.0763536,0.086105209,0.025316456,0.61464048,0.51265823,0.14093564
girdle_s41,girdle,90,6,1,9.79,2.27,2.0787375,65,7,16,14.282813,99.979687,26.057872,3836.8324,3860.0263,3858.6474,73.447664,0.4197644,0.4648751,0.71480908,0.06103244,3.6759227,6.7931096,0.012464589,0.0095847676,0.02177118,0.0097386962,0.0084350132,44.012868,0.65536349,0.019616881,0.07021499,0.081554279,0.050660793,0.61821231,0.64317181,0.12928937
girdle_s41,girdle,96,6,1,10.345,2.32,2.1461625,65,7,17,14.282813,99.979687,26.11119,3828.9977,3858.7251,3857.4188,71.528699,0.40994466,0.44141873,0.70622295,0.060238132,3.6934034,6.8876004,0.012061398,0.0092346923,0.020100383,0.009147095,0.0077460364,44.962301,0.63621833,0.011753661,0.063559087,0.090286516,0.05387931,0.63054949,0.6637931,0.12804805
girdle_s41,girdle,102,7,1,9.915,2.485,2.3134862,66,8,16,12.482422,99.859375,26.200987,3811.283,3855.4566,3854.2884,67.614885,0.39285943,0.37929271,0.65332843,0.042857391,3.7236327,6.7236248,0.011511975,0.0088602697,0.019691671,0.010472252,0.008826315,46.495196,0.58864327,0.021280633,0.073603352,0.090439556,0.062374245,0.6376851,0.58148893,0.12187275
girdle_s41,girdle,108,9,1,10.985,2.675,2.4166901,63,10,18,9.9979687,99.979687,26.160868,3821.7267,3850.846,3849.8595,62.036919,0.36925542,0.34314055,0.58322639,0.044598133,3.6700249,6.7110599,0.01082055,0.0084093213,0.015862818,0.0099390678,0.0081302333,49.054101,0.56036949,0.024019245,0.062250639,0.093730367,0.08411215,0.64575775,0.68785047,0.13781935
girdle_s41,girdle,114,13,1,12.1,2.79,2.6208243,72,10,18,9.9979687,99.979687,26.041473,3839.2486,3845.7598,3844.9684,55.418594,0.34016425,0.31320172,0.58322639,0.044598133,3.5790087,6.5098981,0.009991411,0.0078733567,0.015294765,0.0095843584,0.0074521164,48.815019,0.52546294,0.026908214,0.058282335,0.081965071,0.094982079,0.6702916,0.73476703,0.15106045
girdle_s41,girdle,120,10,1,12.525,2.95,2.7378439,73,10,19,9.9979687,99.979687,26.00402,3844.7781,3841.1599,3840.5415,48.845925,0.30685734,0.26382387,0.59359953,0.054551557,3.4360906,6.6526907,0.0090924834,0.0073304241,0.01463139,0.0087951203,0.0067445815,48.653312,0.51248404,0.017808143,0.066688802,0.095591907,0.1,0.68223589,0.77457627,0.17772613
girdle_s41,girdle,126,13,1,15.125,2.93,2.6422912,73,12,21,8.3316406,99.979687,25.994066,3846.2504,3837.949,3837.4503,43.77687,0.27079035,0.21469145,0.61447194,0.051473697,3.2517445,6.4434804,0.0082654397,0.006760362,0.013625113,0.0080472736,0.0065024412,48.580852,0.50007838,0.016248208,0.0700709,0.1348552,0.092150171,0.70993973,0.81569966,0.22315936
girdle_s41,girdle,132,10,2,11.95,2.77,2.5986471,76,11,19,9.0890625,99.979687,25.985344,3847.5414,3836.822,3836.3773,41.329164,0.2335396,0.18540526,0.65381874,0.051663972,3.0911358,5.3803665,0.0076597424,0.0063057094,0.013349695,0.0081887935,0.0072379678,51.01757,0.51578899,0.014785824,0.061421895,0.11391197,0.066787004,0.81686287,0.78158845,0.19595401
girdle_s41,girdle,138,8,1,12.145,3.09,3.0050233,62,9,19,11.108854,99.979687,26.003654,3844.8322,3838.1381,3837.6961,41.20403,0.19673311,0.15321242,0.63646505,0.050305979,2.9205669,4.1323307,0.0073291651,0.0058737782,0.012864937,0.0083786858,0.0073776931,50.679234,0.4756887,0.014829678,0.053164888,0.16764606,0.064724919,0.80656354,0.6828479,0.1885884
girdle_s41,girdle,144,14,1,12.95,2.9,2.8419304,67,11,20,9.0890625,99.979687,25.981558,3848.102,3841.829,3841.376,41.68823,0.16197951,0.12217532,0.63986369,0.04968929,2.7092989,4.08871,0.0071756891,0.0057895689,0.012530311,0.0085289321,0.007328474,51.73217,0.49299144,0.011174614,0.054452752,0.17736277,0.12586207,0.82110862,0.58965517,0.19598086
girdle_s41,girdle,150,9,1,12.42,2.74,2.6491191,65,10,18,9.9979687,99.979687,25.9526,3852.3958,3847.3679,3846.9284,41.026971,0.13079769,0.061403144,0.59882467,0.042357696,2.540277,4.1264173,0.0070214569,0.005685229,0.011948715,0.0082065213,0.0069303412,51.777341,0.51317898,0.0055667228,0.061685912,0.15020665,0.1149635,0.83041811,0.71532847,0.1833367
girdle_s41,girdle,156,23,14,12.295,2.775,2.6883831,80,12,17,8.3316406,99.979687,25.96498,3850.5591,3853.8331,3853.4445,38.566037,0.10455046,0.040672502,0.60530796,0.035791575,2.6588934,4.0910735,0.0067500769,0.0054013141,0.012197641,0.0069713929,0.0054716807,50.399018,0.49780617,0.0087581912,0.067044106,0.14179213,0.18558559,0.83567249,0.86486486,0.18380656
girdle_s41,girdle,162,9,2,10.775,2.54,2.4145079,68,10,17,9.9979687,99.979687,25.93994,3854.2759,3860.0898,3859.7705,34.969062,0.084384935,0.036042631,0.60530796,0.035791575,2.6784757,4.0141645,0.0063864125,0.0049761535,0.011923679,0.0056401508,0.0041596321,51.510722,0.52523067,0.01760051,0.06252271,0.16513477,0.16929134,0.8297263,0.90748031,0.16272104
girdle_s41,girdle,168,11,2,10.235,2.275,2.2179092,69,10,17,9.9859375,99.859375,25.893125,3856.598,3865.0361,3864.7712,31.864527,0.071182451,0.038472684,0.60530796,0.035791575,2.6200916,3.9977381,0.0060879094,0.0046669751,0.011588086,0.004610053,0.0032791983,49.540484,0.56629304,0.014359818,0.060837479,0.18909227,0.27032967,0.87002239,0.94725275,0.14561187
girdle_s41,girdle,174,9,2,10.46,2.23,2.1339805,65,10,15,9.9979687,99.979687,25.880567,3863.1182,3867.8178,3867.5667,31.019329,0.06552002,0.048287937,0.60905427,0.031806234,2.4511029,4.0826731,0.0060639207,0.0046223929,0.010531884,0.0053844639,0.0041410953,45.808635,0.57382182,0.015674531,0.073791296,0.17449976,0.21748879,0.90145469,0.90358744,0.15782196
girdle_s41,girdle,180,8,2,10.615,2.285,2.2407275,68,9,16,11.108854,99.979687,25.904807,3859.5032,3867.9653,3867.6816,32.945125,0.067645117,0.063591021,0.63950114,0.037180138,2.3852413,4.0076635,0.0064142494,0.0048906858,0.011698734,0.007344383,0.0057462902,45.774269,0.58384475,0.0089711944,0.068064374,0.20320418,0.23194748,0.84620273,0.77680525,0.15159475
girdle_s41,girdle,186,10,2,10.72,2.29,2.2781934,59,11,15,9.0890625,99.979687,25.955408,3851.979,3865.45,3865.103,36.415087,0.077464865,0.098535242,0.615899,0.038543947,2.316993,4.0674045,0.007015446,0.005381367,0.012942863,0.0086757398,0.0069754731,44.851888,0.58464635,0.013833575,0.050607954,0.21238479,0.19432314,0.80634964,0.63100437,0.18432028
girdle_s41,girdle,192,11,2,11.335,2.44,2.4534981,65,10,14,9.9859375,99.859375,26.012019,3838.9705,3860.6692,3860.2567,39.715114,0.094550095,0.12429276,0.62080319,0.037007555,2.3585445,4.0535808,0.0076193556,0.0059557498,0.013383802,0.0093335761,0.0078688053,46.840597,0.56673583,0.010876589,0.052440856,0.19125273,0.086065574,0.75191032,0.61680328,0.1954752
girdle_s41,girdle,198,13,3,10.2,2.595,2.6096076,70,11,14,9.0890625,99.979687,26.137856,3825.0914,3854.3668,3853.9112,41.764864,0.1181541,0.16402808,0.52770972,0.038615474,2.5161733,4.1162061,0.0080345653,0.0063967602,0.013543406,0.0094418324,0.0079955521,47.40108,0.55626891,0.014273006,0.048909298,0.16721111,0.046242775,0.72139,0.69749518,0.19730005
girdle_s41,girdle,204,13,8,11.235,2.735,2.8261863,77,10,13,9.9979687,99.979687,26.160223,3821.821,3847.5075,3847.0389,42.391466,0.14724527,0.20976992,0.524021,0.03900033,2.6272087,4.1035841,0.0082176351,0.0065378934,0.013554322,0.009322941,0.007336802,46.929673,0.54361874,0.013438892,0.051896713,0.15283071,0.07678245,0.72821237,0.75502742,0.18281583
girdle_s41,girdle,210,11,3,11.125,2.745,2.8362873,75,10,13,9.9979687,99.979687,26.08114,3833.4095,3841.1349,3840.6719,42.171992,0.18055218,0.25651686,0.524021,0.03900033,2.8194821,4.1004342,0.008260813,0.0065707157,0.013858882,0.0087063156,0.0071082621,46.516484,0.56094596,0.0072609039,0.057152881,0.1189444,0.052823315,0.75808294,0.75045537,0.17533924
girdle_s41,girdle,216,9,3,11.37,2.73,2.812451,76,10,13,9.9979687,99.979687,25.994277,3846.2192,3836.2187,3835.7577,42.133424,0.21661917,0.30374238,0.524021,0.03900033,3.0212672,4.1241421,0.008332501,0.006586051,0.013549128,0.010450537,0.0088959828,47.560925,0.58178383,0.0047075502,0.04759369,0.10607292,0.025641026,0.73107627,0.56776557,0.17089839
girdle_s41,girdle,222,9,4,9.72,2.875,2.8206834,74,10,13,9.9979687,99.979687,25.933043,3855.301,3833.4999,3833.0142,43.319079,0.25386992,0.3493825,0.524021,0.03900033,3.2647367,4.3907263,0.0086032372,0.0066436759,0.013699143,0.01351678,0.011387118,48.226967,0.58213252,0.0063954664,0.055664543,0.1031213,0.04,0.73164369,0.41913043,0.15564987
girdle_s41,girdle,228,12,6,9.77,2.98,2.9701529,82,11,13,9.0890625,99.979687,25.868939,3864.8546,3833.3589,3832.8082,46.221192,0.29067641,0.39144254,0.524021,0.03900033,3.3696722,5.1717018,0.009156938,0.0068414983,0.014439903,0.015587656,0.012995506,46.662087,0.57974089,0.0061475593,0.045932623,0.14134554,0.060402685,0.73420331,0.40100671,0.12141363
girdle_s41,girdle,234,10,3,9.475,3.045,2.9800236,79,11,13,9.0890625,99.979687,25.776594,3878.7005,3835.7339,3835.0761,50.603047,0.32543001,0.42808426,0.524021,0.03900033,3.5328819,6.2693031,0.0099438982,0.0072741817,0.01525284,0.016379869,0.013285962,45.827313,0.59265782,0.015713015,0.049551888,0.15495716,0.039408867,0.73462663,0.49917898,0.11363632
girdle_s41,girdle,240,9,3,10.14,3.005,2.9151764,78,10,14,9.9979687,99.979687,25.674926,3894.0595,3840.1116,3839.3105,55.905867,0.35661183,0.45079884,0.59384524,0.04573394,3.6697752,6.5663192,0.010825777,0.0079824021,0.017615263,0.017103673,0.013779483,45.926434,0.6111614,0.0131883,0.060473225,0.13848342,0.03327787,0.69949005,0.50915141,0.13274754
girdle_s41,girdle,246,12,3,10.28,2.755,2.702826,82,12,14,8.3316406,99.979687,25.641214,3899.1792,3845.6263,3844.6562,61.529632,0.38285906,0.43965134,0.6074156,0.049425914,3.6603542,6.746823,0.011647079,0.0088356301,0.020434864,0.016999907,0.013652503,46.101241,0.66443158,0.013794196,0.073230149,0.096355318,0.034482759,0.64065014,0.51361162,0.13831158
girdle_s41,girdle,252,11,3,10.615,2.84,2.7833021,81,12,14,8.3316406,99.979687,25.665452,3895.4968,3851.2497,3850.1065,66.775395,0.40302459,0.45185982,0.6074156,0.049425914,3.6934498,6.7996474,0.012275552,0.0094934854,0.021421625,0.015369236,0.012305459,45.672698,0.652394,0.016046839,0.083411345,0.13695928,0.11267606,0.60897084,0.50352113,0.15227314
girdle_s41,girdle,258,7,1,9.005,2.77,2.7235211,77,8,15,12.482422,99.859375,25.852705,3862.6277,3855.9959,3854.7079,70.879145,0.41622707,0.44429483,0.61859714,0.052154962,3.6520942,6.7475398,0.012625594,0.0098400579,0.022757812,0.01350297,0.011011044,46.717192,0.67637395,0.018166132,0.083677152,0.11306891,0.10108303,0.58417118,0.49638989,0.14548746
girdle_s41,girdle,264,8,1,8.23,2.775,2.7228435,85,9,17,11.108854,99.979687,25.962634,3850.9069,3859.0807,3857.708,73.215298,0.4218895,0.44091885,0.58090943,0.058230451,3.6377408,6.7488982,0.012675346,0.0098580305,0.021676302,0.011341785,0.0091514959,46.332204,0.6640401,0.025812768,0.0763536,0.086105209,0.03963964,0.61464048,0.65045045,0.14093564
girdle_s41,girdle,270,6,1,8.055,2.86,2.8305057,81,7,17,14.282813,99.979687,26.059421,3836.6043,3860.0263,3858.6474,73.447664,0.4197644,0.47186445,0.53181497,0.056752014,3.6759227,6.7931096,0.012464589,0.0095847676,0.02177118,0.0097174964,0.0074787629,45.792127,0.64515936,0.019616881,0.07021499,0.081554279,0.08041958,0.61821231,0.68531469,0.12928937
girdle_s41,girdle,276,6,2,8.45,2.81,2.8063128,79,7,18,14.282813,99.979687,26.110426,3829.1098,3858.7251,3857.4188,71.528699,0.40994466,0.44023862,0.5252553,0.056435012,3.6934034,6.8876004,0.012061398,0.0092346923,0.020100383,0.0088055786,0.0070894398,46.271788,0.63356143,0.011753661,0.063559087,0.090286516,0.053380783,0.63054949,0.68327402,0.12804805
girdle_s41,girdle,282,7,3,9.575,3.03,3.0528546,77,8,18,12.482422,99.859375,26.201599,3811.194,3855.4566,3854.2884,67.614885,0.39285943,0.40645185,0.5252553,0.056435012,3.7236327,6.7236248,0.011511975,0.0088602697,0.019691671,0.0086775995,0.0071167819,45.693196,0.602232,0.021280633,0.073603352,0.090439556,0.12376238,0.6376851,0.65346535,0.12187275
girdle_s41,girdle,288,9,3,10.59,3.12,3.2450014,82,10,17,9.9979687,99.979687,26.160156,3821.8307,3850.846,3849.8595,62.036919,0.36925542,0.35502457,0.53780407,0.058666862,3.6700249,6.7110599,0.01082055,0.0084093213,0.015862818,0.0090915052,0.0074413114,45.820727,0.56963215,0.024019245,0.062250639,0.093730367,0.13621795,0.64575775,0.57852564,0.13781935
girdle_s41,girdle,294,15,3,13.06,3.205,3.2854636,81,10,17,9.9979687,99.979687,26.042311,3839.125,3845.7598,3844.9684,55.418594,0.34016425,0.31792087,0.54338931,0.059246635,3.5790087,6.5098981,0.009991411,0.0078733567,0.015294765,0.0088979327,0.0073635735,45.461692,0.55202454,0.026908214,0.058282335,0.081965071,0.085803432,0.6702916,0.62558502,0.15106045
girdle_s41,girdle,300,10,2,13.18,3.13,3.2147703,69,10,17,9.9979687,99.979687,26.004132,3844.7616,3841.1599,3840.5415,48.845925,0.30685734,0.26901715,0.53780407,0.058666862,3.4360906,6.6526907,0.0090924834,0.0073304241,0.01463139,0.0087598182,0.0072582916,45.717635,0.54261635,0.017808143,0.066688802,0.095591907,0.10383387,0.68223589,0.6485623,0.17772613
girdle_s41,girdle,306,15,3,12.825,3.165,3.0708081,80,12,16,8.3316406,99.979687,25.995153,3846.0896,3837.949,3837.4503,43.77687,0.27079035,0.22809114,0.54389054,0.059053994,3.2517445,6.4434804,0.0082654397,0.006760362,0.013625113,0.0084741582,0.0070561478,46.503875,0.53454223,0.016248208,0.0700709,0.1348552,0.10900474,0.70993973,0.67614534,0.22315936
girdle_s41,girdle,312,12,2,12.555,3.275,3.2825455,74,11,17,9.0890625,99.979687,25.985246,3847.5559,3836.822,3836.3773,41.329164,0.2335396,0.17236787,0.55685646,0.055190455,3.0911358,5.3803665,0.0076597424,0.0063057094,0.013349695,0.0080431864,0.0064941857,46.245494,0.49114797,0.014785824,0.061421895,0.11391197,0.15572519,0.81686287,0.74503817,0.19595401
girdle_s41,girdle,318,8,2,11.855,3.29,3.1905063,74,9,15,11.108854,99.979687,26.00298,3844.932,3838.1381,3837.6961,41.20403,0.19673311,0.086442276,0.60134196,0.055450427,2.9205669,4.1323307,0.0073291651,0.0058737782,0.012864937,0.0076611591,0.0060619806,46.176218,0.47926149,0.014829678,0.053164888,0.16764606,0.12613982,0.80656354,0.80547112,0.1885884
girdle_s41,girdle,324,14,2,14.78,3.09,2.9591104,76,11,15,9.0890625,99.979687,25.981423,3848.1221,3841.829,3841.376,41.68823,0.16197951,0.10537659,0.57660463,0.067554592,2.7092989,4.08871,0.0071756891,0.0057895689,0.012530311,0.0077939763,0.0061245077,46.572231,0.49594563,0.011174614,0.054452752,0.17736277,0.2184466,0.82110862,0.72977346,0.19598086
girdle_s41,girdle,330,9,2,13.645,3.31,3.0719448,81,10,16,9.9979687,99.979687,25.951606,3852.5434,3847.3679,3846.9284,41.026971,0.13079769,0.088485852,0.59379078,0.064093584,2.540277,4.1264173,0.0070214569,0.005685229,0.011948715,0.0072300703,0.0055416999,46.508877,0.47094584,0.0055667228,0.061685912,0.15020665,0.32326284,0.83041811,0.77945619,0.1833367
girdle_s41,girdle,336,27,2,12.28,3.115,2.8947304,82,12,19,8.3316406,99.979687,25.964924,3850.5673,3853.8331,3853.4445,38.566037,0.10455046,0.081945452,0.55989618,0.070071679,2.6588934,4.0910735,0.0067500769,0.0054013141,0.012197641,0.0064675528,0.0049309121,46.590948,0.50311196,0.0087581912,0.067044106,0.14179213,0.22792937,0.83567249,0.81701445,0.18380656
girdle_s41,girdle,342,9,2,10.825,2.885,2.6545259,81,10,19,9.9979687,99.979687,25.939776,3854.3003,3860.0898,3859.7705,34.969062,0.084384935,0.077614624,0.55989618,0.070071679,2.6784757,4.0141645,0.0063864125,0.0049761535,0.011923679,0.0056868746,0.0041817425,46.623364,0.531201,0.01760051,0.06252271,0.16513477,0.20450607,0.8297263,0.85788562,0.16272104
girdle_s41,girdle,348,11,2,12.82,2.725,2.6040415,73,10,17,9.9859375,99.859375,25.893799,3856.4976,3865.0361,3864.7712,31.864527,0.071182451,0.086122144,0.5879715,0.073851135,2.6200916,3.9977381,0.0060879094,0.0046669751,0.011588086,0.0052809496,0.0039396005,46.363141,0.54313409,0.014359818,0.060837479,0.18909227,0.2146789,0.87002239,0.91376147,0.14561187
