name,kind,seed,sweep,seed,kappa,contrast_f,is_single_max,is_girdle,ppw,h_mm,fabric_axis_phi_deg,fabric_axis_tilt_deg,vol_disc_cm3,n_grain,d_mean_mm,d_median_mm,d_cv,d_skew,d_max_mm,vol_cv,vol_frac_largest,vol_frac_top10,elong_mean,elong_median,elong_p90,flatten_mean,elong_axis_a1,elong_axis_phi_deg,elong_axis_tilt_deg,nn_seed_mm,nn_seed_cv,n_facet,area_total_cm2,sv_per_mm,facet_area_mean_mm2,facet_area_median_mm2,facet_area_cv,facet_area_top10_frac,faces_per_grain,faces_per_grain_sd,normal_a1,normal_a2,normal_a3,normal_absz,normal_h2_amp,normal_h2_phase_deg,a1_count,a1_vol,a2_count,a2_vol,a3_count,a3_vol,a1_vol_minus_count,e1_phi_deg,e1_tilt_deg,e3_phi_deg,e3_tilt_deg,fabaxis_meas_phi_deg,fabaxis_meas_tilt_deg,misor_mean_deg,misor_median_deg,misor_sd_deg,misor_p90_deg,misor_frac_lt10,misor_adj_deg,misor_all_deg,clust_ratio,clust_z,moran_i,moran_z,misor_dist_rho,misor_dist_p,n_cross_axis_full_m,n_cross_axis_gate_m,n_cross_col_full_m,n_cross_col_gate_m,n_cross_paper_m,n_grain_axis_m,n_grain_col_gate_m,chord_axis_mm_m,c_axis_ms_m,c_vol_ms_m,c_slow_ms_m,v_sd_ms_m,dv_all_rms_m,dv_cross_rms_m,bright_half_area_m,misor_cross_deg_m,normal_align_m,facing_frac_10_m,skew_deg_m,cos2_beam_m,a1_col_m,dark_all_0.001_m,dark_all_0.01_m,dark_cross_0.001_m,dv_ray_quad,c_min,c_max,c_az_sd,c_aniso_pct,c_h0,c_h1_amp,c_h1_phase_deg,c_h1_frac,c_h2_amp,c_h2_phase_deg,c_h2_frac,c_h3_amp,c_h3_phase_deg,c_h3_frac,c_h4_amp,c_h4_phase_deg,c_h4_frac,cslow_min,cslow_max,cslow_az_sd,cslow_aniso_pct,cslow_h0,cslow_h1_amp,cslow_h1_phase_deg,cslow_h1_frac,cslow_h2_amp,cslow_h2_phase_deg,cslow_h2_frac,cslow_h3_amp,cslow_h3_phase_deg,cslow_h3_frac,cslow_h4_amp,cslow_h4_phase_deg,cslow_h4_frac,cos2_min,cos2_max,cos2_az_sd,cos2_aniso_pct,cos2_h0,cos2_h1_amp,cos2_h1_phase_deg,cos2_h1_frac,cos2_h2_amp,cos2_h2_phase_deg,cos2_h2_frac,cos2_h3_amp,cos2_h3_phase_deg,cos2_h3_frac,cos2_h4_amp,cos2_h4_phase_deg,cos2_h4_frac
single_s17,single,17,mx_single_s17_ppw8,17,3.93,1,1,0,8,0.240625,30.000728,0,275.96406,108,15.258408,15.328531,0.35102147,0.17602606,29.115937,1.0117053,0.046831538,0.33383156,1.9006851,2.0822581,3.7293813,1.4309273,0.43189326,86.752507,9.8487641,8.6574878,0.39232527,544,657.56431,0.23827897,120.87579,84.650371,1.0368657,0.3287179,10.074074,3.914277,0.3631708,0.34505891,0.29177029,0.46623042,0.03313838,5.6669202,0.6855304,0.72229901,0.16032076,0.15152687,0.15414883,0.12617412,0.036768612,30.242868,3.1327579,118.69912,26.207627,30.242868,3.1327579,42.04994,38.402108,22.339085,76.860296,0.042850023,42.04994,42.024763,1.0005991,-1.4127195,-0.016328138,-0.41297376,0.020408215,0.12087323,9.15,1.7166667,10.11475,2.1234167,60.416667,9.15,12.1,11.290997,3865.8367,3863.8058,3862.762,61.4202,0.011401627,0.013069442,0.17167262,46.354557,0.63912527,0.014457363,3.7335381,0.42585655,0.78984315,0.099982155,0.62050275,0.077343299,0.011797253,3817.2602,3958.9974,39.835315,3.666406,3865.8367,0.024927784,279.66562,1.9911321e-07,41.467611,41.072131,0.55099893,0.013514057,112.7452,5.8519987e-08,34.934736,45.559738,0.39106385,3827.7057,3924.7621,31.590102,2.5126158,3862.762,2.8666073e-13,5.1637177,4.1870059e-29,34.33606,31.345272,0.60071447,3.6191412e-13,117.95372,6.6738774e-29,27.989009,33.246856,0.39915558,0.13113948,0.72057361,0.21015968,138.41143,0.42585655,6.3323857e-17,113.73197,4.6164184e-32,0.29472351,30.189446,1,1.3724518e-16,113.21058,2.168526e-31,1.5370126e-17,35.960254,2.719727e-33
single_s23,single,23,mx_single_s23_ppw8,23,3.93,1,1,0,8,0.240625,30.000728,0,275.96406,103,15.509226,15.805969,0.35079693,0.14264263,30.428788,0.99267559,0.053456443,0.32930364,2.0343931,2.1832333,4.2115157,1.4801332,0.39896407,31.860007,25.259933,8.1599992,0.37468417,517,661.02444,0.2395328,127.85773,86.155781,1.0827061,0.33940199,10.038835,3.9305798,0.36536545,0.34893224,0.28570231,0.47148889,0.021847479,146.18894,0.68529795,0.68577408,0.1713543,0.19484463,0.14334775,0.11938129,0.00047612214,25.341597,4.9808144,153.56239,81.98188,25.341597,4.9808144,43.2424,38.868908,20.476871,77.784491,0.022519879,43.2424,44.61204,0.96929886,-0.66761946,0.05052247,0.90760167,0.072764597,1.2950412e-07,11.416667,3.3166667,10.602417,2.76525,74.833333,9.7666667,13.433333,10.43821,3870.7153,3860.5332,3859.3937,65.344851,0.012203427,0.011024281,0.16557183,33.362585,0.59853042,0.012933967,3.8035512,0.4377249,0.83785018,0.0960327,0.57818818,0.10047753,0.012448909,3815.7504,3950.9402,41.966545,3.4926317,3870.7153,0.1499833,91.51661,6.4945437e-06,37.850765,18.611444,0.41363009,0.088506411,71.801123,2.2615816e-06,41.61345,17.506595,0.49995423,3829.2683,3899.2589,20.788743,1.813512,3859.3937,2.3325981e-13,3.7520787,6.4016605e-29,21.267156,30.030846,0.53214701,2.3412996e-13,1.2663171,6.4495109e-29,19.929848,18.299229,0.46732688,0.19423909,0.6812107,0.17383856,111.25061,0.4377249,1.4688105e-17,153.14375,3.6300158e-33,0.24378754,25.425461,1,1.2100998e-16,111.87097,2.4638791e-31,7.9732356e-17,23.591232,1.0696611e-31
single_s41,single,41,mx_single_s41_ppw8,41,3.93,1,1,0,8,0.240625,30.000728,0,275.96406,104,15.455149,15.40184,0.35304004,0.056807168,29.327107,0.95067684,0.047857915,0.30672096,1.9850372,2.0455372,4.138657,1.4114258,0.43691511,38.634963,16.129126,8.3276683,0.37391842,526,646.95233,0.23443355,122.99474,79.699888,1.0062793,0.31635274,10.115385,3.9617288,0.3530002,0.33895391,0.30804589,0.48195832,0.026256394,77.823064,0.68192311,0.67791381,0.17903914,0.17870168,0.13903775,0.14338451,-0.0040092993,33.765555,4.3765113,122.03039,21.585713,33.765555,4.3765113,45.536267,44.824686,21.272724,77.574811,0.040546684,45.536267,45.231338,1.0067415,0.59759091,-0.072102346,-0.96217868,0.0011380919,0.93363567,10.55,2.25,11.057917,2.72675,72.1,10.033333,15.866667,10.155583,3853.9029,3856.692,3855.5936,63.302654,0.012067946,0.013042196,0.16712012,45.608513,0.56764735,0.014300362,3.6809937,0.41158564,0.70402216,0.10124494,0.60484206,0.087442904,0.012488045,3818.3321,3884.7886,18.263606,1.7243928,3853.9029,0.048352272,246.01981,3.5639367e-06,21.457258,27.193438,0.70185053,0.023780384,103.78572,8.6205291e-07,5.5639265,32.144416,0.047190978,3826.2465,3895.1781,20.742166,1.7878324,3855.5936,4.4051169e-13,1.4173387,2.2933795e-28,16.09348,35.049881,0.30609835,4.0921416e-13,0.72074437,1.9790754e-28,24.228475,43.52766,0.69376628,0.1490653,0.67410599,0.18781996,127.56536,0.41158564,3.9686854e-17,30.377737,2.2702784e-32,0.26339475,33.665031,1,1.4780392e-16,116.07333,3.1488914e-31,2.4319152e-17,22.272389,8.5247689e-33
single_s53,single,53,mx_single_s53_ppw8,53,3.93,1,1,0,8,0.240625,30.000728,0,275.96406,100,15.612053,15.203638,0.35034018,0.48502597,31.328246,1.0894899,0.058338375,0.35968648,1.8531167,2.0545064,3.2089098,1.4285144,0.45869238,120.82584,2.0470745,9.0251061,0.33930767,501,631.23816,0.22873927,125.99564,81.002646,1.0865616,0.34856368,10.02,4.1071015,0.36764275,0.34907204,0.28328521,0.45732958,0.035383599,174.91811,0.69289755,0.74036911,0.17489335,0.14702473,0.1322091,0.11260615,0.047471558,34.185749,4.7190436,131.17769,55.857308,34.185749,4.7190436,41.681408,40.570255,21.888988,74.051688,0.083928476,41.681408,40.304866,1.0341532,-1.1804993,0.03629566,0.059051911,0.034628047,0.014833679,9.3666667,1.7,9.7911667,1.9120833,52.633333,9.2,10.1,11.069399,3865.5856,3860.8555,3859.7697,62.682382,0.011676605,0.011797262,0.16906983,39.316292,0.69079418,0.015965031,3.8071558,0.43626789,0.83824215,0.096022188,0.61639519,0.073820734,0.012064861,3809.5587,3970.5037,50.077114,4.1635336,3865.5856,0.009109186,18.278635,1.6824796e-08,52.473952,52.073477,0.55831361,0.051479237,33.118659,5.3734705e-07,43.457212,44.911163,0.3829256,3827.038,3912.2418,26.876794,2.2074849,3859.7697,3.8590704e-13,358.61017,1.0482859e-28,28.905398,33.222092,0.5881285,4.4709669e-13,119.00245,1.407075e-28,24.17403,37.264127,0.4113509,0.13686159,0.73567418,0.2138705,137.258,0.43626789,5.2181212e-17,123.02213,3.0268841e-32,0.29992748,34.310875,1,8.8368642e-17,115.64205,8.6808816e-32,9.8949548e-17,18.971563,1.0884165e-31
single_s71,single,71,mx_single_s71_ppw8,71,3.93,1,1,0,8,0.240625,30.000728,0,275.96406,103,15.498485,15.624608,0.35077288,0.21094965,31.095422,1.0416689,0.057047351,0.33449611,1.9151079,2.0046811,3.7992749,1.4350778,0.42600544,158.54885,9.8274101,8.6356304,0.37834785,518,642.59127,0.23285325,124.05237,84.708271,1.0176746,0.32370506,10.058252,3.8266999,0.35855479,0.35084465,0.29060056,0.4639905,0.0085444738,94.973822,0.68064052,0.65885979,0.17526251,0.19313482,0.14409697,0.14800538,-0.021780731,33.643829,4.9459728,124.74867,12.561054,33.643829,4.9459728,43.775038,42.607937,22.76322,75.870457,0.066447592,43.775038,46.589666,0.93958686,-0.60243957,-0.03255488,-0.41831909,0.0071740831,0.6031729,9.15,2.0166667,10.536417,2.7298333,71.6,9.1,12.55,11.393473,3865.9887,3860.0334,3858.9118,64.011944,0.011641221,0.011129753,0.1599637,35.182865,0.60963719,0.01517799,3.6470026,0.40276892,0.76796518,0.1003002,0.62363914,0.11749682,0.011990906,3823.4516,3928.1734,25.211731,2.7087982,3865.9887,0.061184405,51.87861,2.9946453e-06,22.607902,17.855948,0.40886922,0.038054369,43.269407,1.1584384e-06,21.905629,38.752757,0.3838622,3830.0846,3893.2765,19.320142,1.6375588,3858.9118,3.1476273e-13,358.27373,1.3496315e-28,22.507026,26.535493,0.69005682,3.1668641e-13,2.3116079,1.3661785e-28,15.058925,41.047099,0.30891328,0.15094169,0.65459615,0.18013277,125.048,0.40276892,3.2293636e-17,106.50533,1.634247e-32,0.2526144,33.737828,1,1.6745906e-16,113.52502,4.3944152e-31,3.9197157e-17,21.541643,2.4076477e-32
single_s89,single,89,mx_single_s89_ppw8,89,3.93,1,1,0,8,0.240625,30.000728,0,275.96406,105,15.484706,15.836159,0.35177429,-0.36739934,26.977015,0.84010171,0.03725013,0.27359209,1.8732954,2.0689052,4.0841049,1.4028903,0.4136697,172.93677,3.9371801,7.5475776,0.44157846,518,660.5375,0.23935635,127.51689,88.355996,1.0107608,0.31864707,9.8666667,3.6137203,0.35696992,0.34037452,0.30265556,0.47786655,0.040022518,137.6112,0.71281849,0.73132357,0.17899891,0.18502647,0.1081826,0.083649961,0.018505084,27.195562,4.4914883,122.10862,47.473127,27.195562,4.4914883,39.723074,34.725014,20.892924,72.927759,0.055214815,39.723074,40.500601,0.98080208,-1.4503793,0.084119649,1.48491,0.0076217724,0.57339007,11.333333,2.8166667,11.425667,2.8825,77.85,10.316667,13.533333,9.8844781,3842.2752,3858.9996,3858.0371,58.922721,0.011017771,0.010125897,0.17266217,43.852426,0.59142428,0.016714337,3.8673169,0.43334098,0.77406957,0.11848789,0.631451,0.090685304,0.011374178,3795.2514,3888.5305,26.825667,2.4277058,3842.2752,0.014021658,163.36611,1.3892069e-07,12.440682,55.386527,0.10935951,0.014409637,70.101331,1.4671491e-07,28.479654,28.631327,0.57310949,3822.6951,3911.6125,28.066928,2.3047317,3858.0371,2.0828788e-13,341.41835,2.8003186e-29,26.384316,29.336448,0.44933595,1.7481236e-13,116.57594,1.9725305e-29,29.184572,27.214362,0.54977643,0.14007106,0.7266109,0.20987135,135.35296,0.43334098,7.2597084e-17,66.399367,6.0841689e-32,0.29431917,27.580273,1,9.2377846e-17,109.19821,9.851414e-32,7.5794086e-17,22.8622,6.6318326e-32
zerocontrast_s11,control,11,zerocontrast_ppw8,11,-8,0,0,0,8,0.240625,0,0,275.96406,104,15.454786,15.913933,0.35511489,-0.040901515,33.948315,1.0043842,0.074233645,0.30361643,1.9499394,1.981759,3.9024143,1.4375696,0.46029366,73.531408,3.4113291,8.6209416,0.35460649,535,652.67289,0.23650649,121.99493,87.603291,1.0454745,0.33617598,10.288462,3.8507926,0.35992358,0.33905482,0.3010216,0.47254947,0.039950762,130.22363,1,1,5.1413707e-16,1.1905662e-16,-4.4587275e-16,-2.3515529e-16,2.8865799e-15,64.874967,34.514969,102.4338,49.059422,102.4338,49.059422,0,0,0,0,1,0,0,1,0,0,0,0,1,10.9,3.0166667,10.952417,2.5726667,69.033333,10.216667,11.816667,10.002844,3825.7468,3825.7468,3825.7468,3.3348139e-13,0,0,1,0,0.61849365,0.015459996,3.4241554,0.33947002,1,1,1,1,0,3776.2313,3897.4014,38.534576,3.1672286,3825.7468,3.7765185e-13,6.6761908,4.8837263e-29,28.863619,154.87497,0.28527889,3.3441416e-13,111.33453,3.8294588e-29,45.634834,64.874967,0.71311737,3776.2313,3897.4014,38.534576,3.1672286,3825.7468,2.5740517e-13,353.70983,2.2688334e-29,28.863619,154.87497,0.28527889,1.1509887e-13,101.93509,4.5363879e-30,45.634834,64.874967,0.71311737,0.00026173453,0.6786783,0.24206726,199.8458,0.33947002,6.7906338e-17,238.78611,4.0014535e-32,0.33947002,64.874967,1,1.6940499e-16,6.722579,2.4902878e-31,1.046835e-16,19.737479,9.5094108e-32
cs_f000_s11,control,11,cs_f000_s11_ppw8,11,-8,0,0,1,8,0.240625,0,0,275.96406,104,15.454786,15.913933,0.35511489,-0.040901515,33.948315,1.0043842,0.074233645,0.30361643,1.9499394,1.981759,3.9024143,1.4375696,0.46029366,73.531408,3.4113291,8.6209416,0.35460649,535,652.67289,0.23650649,121.99493,87.603291,1.0454745,0.33617598,10.288462,3.8507926,0.35992358,0.33905482,0.3010216,0.47254947,0.039950762,130.22363,0.48014713,0.53444686,0.44954014,0.39327116,0.070312732,0.07228198,0.054299732,82.940905,34.420023,176.34481,4.9522548,176.34481,4.9522548,52.529402,53.762599,22.782483,82.675437,0.029943206,52.529402,50.18591,1.0466962,1.6314422,-0.059557148,-1.4491762,-0.022511066,0.099498506,10.9,3.0166667,10.952417,2.5726667,69.033333,10.216667,11.816667,10.002844,3843.4982,3843.4982,3843.4982,3.1832315e-13,0,0,1,56.22984,0.61849365,0.015459996,3.2246705,0.28200667,0.58347048,1,1,1,0,3827.5992,3864.9826,11.350905,0.9726401,3843.4982,4.089202e-13,338.62429,6.5991105e-28,8.3623357,173.01562,0.27597102,1.7742165e-13,0.33997858,1.2422857e-28,13.544528,88.745518,0.72399576,3827.5992,3864.9826,11.350905,0.9726401,3843.4982,4.5719001e-13,345.59063,8.2490082e-28,8.3623357,173.01562,0.27597102,2.8858614e-13,117.73211,3.2866937e-28,13.544528,88.745518,0.72399576,0.075240141,0.48877319,0.14765786,146.63946,0.28200667,4.8619011e-17,184.10441,5.5127507e-32,0.20707227,85.556968,1,1.0757506e-16,12.158089,2.6988533e-31,1.1106925e-17,12.137168,2.8770259e-33
cs_f025_s11,control,11,cs_f025_s11_ppw8,11,-8,0.25,0,1,8,0.240625,0,0,275.96406,104,15.454786,15.913933,0.35511489,-0.040901515,33.948315,1.0043842,0.074233645,0.30361643,1.9499394,1.981759,3.9024143,1.4375696,0.46029366,73.531408,3.4113291,8.6209416,0.35460649,535,652.67289,0.23650649,121.99493,87.603291,1.0454745,0.33617598,10.288462,3.8507926,0.35992358,0.33905482,0.3010216,0.47254947,0.039950762,130.22363,0.48014713,0.53444686,0.44954014,0.39327116,0.070312732,0.07228198,0.054299732,82.940905,34.420023,176.34481,4.9522548,176.34481,4.9522548,52.529402,53.762599,22.782483,82.675437,0.029943206,52.529402,50.18591,1.0466962,1.6314422,-0.059557148,-1.4491762,-0.022511066,0.099498506,10.9,3.0166667,10.952417,2.5726667,69.033333,10.216667,11.816667,10.002844,3845.0568,3842.979,3842.9404,11.966218,0.002246857,0.0023704883,0.16074823,56.22984,0.61849365,0.015459996,3.2246705,0.28200667,0.58347048,0.38585059,1,0.38737763,0.0022973398,3829.0605,3866.5306,11.807293,0.9745006,3845.0568,0.0052841721,99.646354,1.0184096e-07,8.7435417,172.62425,0.27883248,0.0015858972,4.6960924,9.173153e-09,13.787689,88.212142,0.69334847,3827.0762,3864.5485,11.393744,0.97509401,3842.9404,4.0005258e-13,5.286313,6.2685994e-28,8.7186971,172.54203,0.29774162,3.7588359e-13,118.58971,5.5340503e-28,13.389739,88.214506,0.70223191,0.075240141,0.48877319,0.14765786,146.63946,0.28200667,4.8619011e-17,184.10441,5.5127507e-32,0.20707227,85.556968,1,1.0757506e-16,12.158089,2.6988533e-31,1.1106925e-17,12.137168,2.8770259e-33
cs_f050_s11,control,11,cs_f050_s11_ppw8,11,-8,0.5,0,1,8,0.240625,0,0,275.96406,104,15.454786,15.913933,0.35511489,-0.040901515,33.948315,1.0043842,0.074233645,0.30361643,1.9499394,1.981759,3.9024143,1.4375696,0.46029366,73.531408,3.4113291,8.6209416,0.35460649,535,652.67289,0.23650649,121.99493,87.603291,1.0454745,0.33617598,10.288462,3.8507926,0.35992358,0.33905482,0.3010216,0.47254947,0.039950762,130.22363,0.48014713,0.53444686,0.44954014,0.39327116,0.070312732,0.07228198,0.054299732,82.940905,34.420023,176.34481,4.9522548,176.34481,4.9522548,52.529402,53.762599,22.782483,82.675437,0.029943206,52.529402,50.18591,1.0466962,1.6314422,-0.059557148,-1.4491762,-0.022511066,0.099498506,10.9,3.0166667,10.952417,2.5726667,69.033333,10.216667,11.816667,10.002844,3846.8071,3842.7475,3842.592,24.0111,0.0045073465,0.0047487777,0.16069195,56.22984,0.61849365,0.015459996,3.2246705,0.28200667,0.58347048,0.21996566,0.9647733,0.24673907,0.0046112401,3829.6241,3869.6788,12.525207,1.041246,3846.8071,0.010746607,100.3814,3.7431926e-07,9.0750524,172.17223,0.26693018,0.0032094713,4.5040334,3.3386155e-08,14.011678,87.766603,0.63632602,3826.7414,3864.3231,11.423019,0.97802964,3842.592,1.1571095e-13,15.215331,5.2174264e-29,8.972226,172.05318,0.31369519,1.6167937e-13,107.80522,1.0186305e-28,13.270634,87.680501,0.68626329,0.075240141,0.48877319,0.14765786,146.63946,0.28200667,4.8619011e-17,184.10441,5.5127507e-32,0.20707227,85.556968,1,1.0757506e-16,12.158089,2.6988533e-31,1.1106925e-17,12.137168,2.8770259e-33
cs_f075_s11,control,11,cs_f075_s11_ppw8,11,-8,0.75,0,1,8,0.240625,0,0,275.96406,104,15.454786,15.913933,0.35511489,-0.040901515,33.948315,1.0043842,0.074233645,0.30361643,1.9499394,1.981759,3.9024143,1.4375696,0.46029366,73.531408,3.4113291,8.6209416,0.35460649,535,652.67289,0.23650649,121.99493,87.603291,1.0454745,0.33617598,10.288462,3.8507926,0.35992358,0.33905482,0.3010216,0.47254947,0.039950762,130.22363,0.48014713,0.53444686,0.44954014,0.39327116,0.070312732,0.07228198,0.054299732,82.940905,34.420023,176.34481,4.9522548,176.34481,4.9522548,52.529402,53.762599,22.782483,82.675437,0.029943206,52.529402,50.18591,1.0466962,1.6314422,-0.059557148,-1.4491762,-0.022511066,0.099498506,10.9,3.0166667,10.952417,2.5726667,69.033333,10.216667,11.816667,10.002844,3848.7461,3842.8056,3842.4539,36.125462,0.0067792237,0.0071323707,0.16147393,56.22984,0.61849365,0.015459996,3.2246705,0.28200667,0.58347048,0.16020684,0.85740521,0.18400577,0.0069393484,3830.517,3873.7879,13.451157,1.1242867,3848.7461,0.016377414,101.09927,7.5377305e-07,9.3657732,171.66768,0.24651153,0.0048721525,4.3665877,6.671012e-08,14.208151,87.39905,0.56731608,3826.5972,3864.4268,11.435899,0.98451482,3842.4539,6.4148079e-13,1.4825755,1.5999115e-27,9.1265092,171.54152,0.32384563,5.5618991e-13,116.44148,1.2027486e-27,13.185642,87.144461,0.67597594,0.075240141,0.48877319,0.14765786,146.63946,0.28200667,4.8619011e-17,184.10441,5.5127507e-32,0.20707227,85.556968,1,1.0757506e-16,12.158089,2.6988533e-31,1.1106925e-17,12.137168,2.8770259e-33
